,Coordenadas_inicio,Coordenadas_fin,Minutos,Nombre_inicio,Nombre_fin
145,"[39.47506829937864, -0.4337181218955674]","[39.48906306163852, -0.44384051813999215]",15.136831831831833,"Avinguda del Reial Monestir de Santa Maria de Poblet, Quart de Poblet","V-30, Quart de Poblet"
146,"[39.456646242751795, -0.36162323626742504]","[39.46748108680007, -0.3929416145034403]",11.12834834834835,"Carrer de l'Arabista Ambrosio Huici, Quatre Carreres, València","Avinguda del Cid, Patraix, València"
147,"[39.46606267348533, -0.329845943113011]","[39.49787115596286, -0.3886735899963636]",23.778990990990994,"Carrer del Teatre de la Marina, Poblats Marítims, València","Camí de les Barraques de Lluna, Benicalap, València"
148,"[39.488907021012764, -0.3654275917359621]","[39.46568138828758, -0.384876900207462]",12.5207027027027,"Carrer del Reverend José María Pinazo, Benimaclet, València","Carrer del Marqués de Zenete, Extramurs, València"
149,"[39.48866536197679, -0.3905977539734149]","[39.420994950121354, -0.39154249698983806]",28.560393393393387,"Calle Doctor Nicasio Benlloch, Pobles de l'Oest, València","Calle del Maestro Serrano, Alfafar"
150,"[39.50934310248573, -0.3725401918709759]","[39.484793822972094, -0.3610060283400314]",18.265660660660654,"Carpesa, València","Carrer del Reverend Rafael Tramoyeres, Benimaclet, València"
151,"[39.48172552369856, -0.36054004736892437]","[39.449034230639, -0.39621442366528986]",17.679549549549556,"Avinguda del Primat Reig, el Pla del Real, València","Plaça de Sant Doménec de Guzmán, Jesús, València"
152,"[39.44664109488254, -0.3366878289055526]","[39.49458289847783, -0.3993947834360655]",27.70871471471472,"Camí Vell de la Punta, Quatre Carreres, València","Carrer del Doctor Nicasi Benlloch, Benicalap, València"
153,"[39.487471226537956, -0.3559195894523431]","[39.4872913469711, -0.38774467271970414]",10.811954954954954,"Carrer del Poeta Blas de Otero, Benimaclet, València","Carrer de Sant Pancraç, la Saïdia, València"
154,"[39.498905565224426, -0.3841868839615825]","[39.50104658353819, -0.41726329285354263]",15.351762762762766,"Camino Viejo de Godella, Pobles del Nord, València","Carrer de les Penyetes, Pobles de l'Oest, València"
155,"[39.5080651407288, -0.46808529697210755]","[39.52184682761343, -0.461908782387935]",11.980432432432432,"V-30, Paterna","Calle Fuster, Paterna"
156,"[39.484793822972094, -0.3610060283400314]","[39.50608905940718, -0.3557141885103968]",18.73492192192192,"Carrer del Reverend Rafael Tramoyeres, Benimaclet, València",[Desconocido]
157,"[39.503815291208554, -0.3461551228055668]","[39.46390454569073, -0.380662719226331]",32.44266366366366,[Desconocido],"Gran Via de Ramón y Cajal, Extramurs, València"
158,"[39.50386138302758, -0.42039036351768366]","[39.46973653010271, -0.33824393549408394]",29.78266966966968,"Carrer de Felipe Valls, Pobles de l'Oest, València","Carrer de José María Haro (Magistrat), Poblats Marítims, València"
159,"[39.50434801493239, -0.3473866952426246]","[39.44734824887825, -0.33160703669789304]",27.101126126126147,"Travesía del Padre Luis Navarro, Alboraia / Alboraya","Carrer del Castell de Pop, Poblats Marítims, València"
160,"[39.42089318618263, -0.3893774670138119]","[39.48938391621882, -0.3797248104873931]",30.068102102102102,"Calle Francisco Baixauli, Alfafar","Carrer de Just Ramírez (arquitecte), la Saïdia, València"
161,"[39.50304914905475, -0.4167527435064966]","[39.48139090628875, -0.39808165729783507]",11.0735975975976,"Carrer de l'Arquitecte Gilabert, Pobles de l'Oest, València","Plaça de Badajoz, Campanar, València"
162,"[39.45991138389105, -0.3361881758750137]","[39.50462864642346, -0.4230271022795058]",32.211483483483484,"Carrer de Vidal de Blanes, Poblats Marítims, València","Carrer de Bronchales, Pobles de l'Oest, València"
163,"[39.46090000474517, -0.3811706433574416]","[39.476424669118444, -0.4200315227169521]",13.217087087087087,"Arrancapins, València","Carrer de Sant Antoni, Mislata"
164,"[39.464450270305186, -0.3273574611652488]","[39.533207804060346, -0.37850655183508264]",33.85114414414415,"Carrer de Benassal, Poblats Marítims, València",[Desconocido]
165,"[39.497248354254346, -0.374381090243125]","[39.468656611852744, -0.3875762961692131]",14.940429429429429,"Torrefiel, València","Carrer del Doctor Sanchís Sivera, Extramurs, València"
166,"[39.45444015477224, -0.39119195379198135]","[39.46836276023066, -0.34310247448824943]",16.154312312312317,"Carrer de Llanera de Ranes, Jesús, València","Carrer dels Sants Just i Pastor, Algirós, València"
167,"[39.48750887307411, -0.35377629971283575]","[39.49778671598614, -0.38437212476668897]",11.953276276276275,"Camí de Farinós, Benimaclet, València","Avinguda dels Germans Machado, Benicalap, València"
168,"[39.502109378492975, -0.41664854447438154]","[39.48153053199055, -0.3756862935456858]",19.242513513513515,"Carrer del Mestre Plasència, Pobles de l'Oest, València","Carrer del Guadalaviar, la Saïdia, València"
169,"[39.49614790524433, -0.3741420418961582]","[39.451430957022545, -0.40354702783010665]",20.4350930930931,"Carrer de Josep Esteve, Rascanya, València","Carrer de José Andreu Alabarta, Patraix, València"
170,"[39.398839604118685, -0.40216841233612144]","[39.437098804050144, -0.4303831782902564]",17.46486786786787,"Carrer de les Corts, Catarroja","Carrer de Lluís de Santàngel, Picanya"
171,"[39.47102277263202, -0.34439755222231505]","[39.495683106036225, -0.3494320419179864]",15.830447447447447,"Carrer de Josep d'Orga, Algirós, València","Avenida de Ausias March, Alboraia / Alboraya"
172,"[39.47245686888047, -0.3466564594483598]","[39.49162391824518, -0.3600987668429063]",10.278390390390394,"Carrer de l'Explorador Andrés, Algirós, València","Carrer de l'Escultor Mora Cirujeda, Rascanya, València"
173,"[39.450056764699795, -0.3945368856748323]","[39.48104774589846, -0.3618309643576755]",17.1265945945946,"Avinguda de Gaspar Aguilar, Jesús, València","Carrer d'Alemanya, el Pla del Real, València"
174,"[39.44670790386613, -0.3719348726298641]","[39.5054209428166, -0.3481715122751803]",29.1296096096096,"Carrer de Joaquín Benlloch, Quatre Carreres, València",[Desconocido]
175,"[39.41978573583446, -0.38513141442799625]","[39.450630972136125, -0.39808145567205594]",17.56403903903904,"Avenida de Pep de l'Horta, Alfafar","Avinguda de les Tres Creus, Jesús, València"
176,"[39.45429196241946, -0.4069038209361001]","[39.496908611538665, -0.3799658234888747]",20.35483483483484,"Camí Nou de Picanya, Patraix, València","Carrer d'Alemany, Rascanya, València"
177,"[39.47281020460649, -0.3973617958233817]","[39.48951742121153, -0.37322213481072813]",11.215063063063065,"Carrer de Francisco Moreno Usedo, l'Olivereta, València","Carrer de Luz Casanova, la Saïdia, València"
178,"[39.447898087135194, -0.3945881532019548]","[39.46783023470562, -0.3645235587885246]",13.728390390390391,"Carrer de Tomàs de Villarroya, Jesús, València","Gran Via del Marqués del Túria, l'Eixample, València"
179,"[39.46700927167677, -0.3848508601658397]","[39.4981920339452, -0.41636809060469243]",16.54921321321322,"Carrer de l'Historiador Diago, Extramurs, València","Carrer de Mossén Miguel Tarín, Pobles de l'Oest, València"
180,"[39.44316296560535, -0.36793213432522653]","[39.47586798162197, -0.4155850503045704]",20.11511411411412,"Carrer del Gravador Jordán, Quatre Carreres, València","Carrer de Sant Antoni, Mislata"
181,"[39.48389328376311, -0.36277831284378864]","[39.46588136294096, -0.39554783193301185]",13.940237237237245,"Carrer d'Emili Baró, el Pla del Real, València","Carrer del Músic Ayllón, l'Olivereta, València"
182,"[39.51209013745697, -0.4145832843465119]","[39.5160235184529, -0.4718124286405794]",22.1654024024024,"Carrer de Mendizábal, Burjassot","Calle Ciudad de Barcelona, Paterna"
183,"[39.4857968771275, -0.37506254831805586]","[39.44518553324093, -0.39117340128267186]",18.436585585585583,"Carrer de Ruaya, la Saïdia, València","Plaça de Monsenyor Óscar Arnulfo Romero, Jesús, València"
184,"[39.48560196070814, -0.39501486008552605]","[39.4137366475427, -0.39423691609255135]",30.98428228228228,"Avinguda del General Avilés, Benicalap, València",[Desconocido]
185,"[39.4529735317694, -0.3310080372174229]","[39.48227766059585, -0.41891041213248675]",29.658714714714712,"Pont de les Drassanes, Poblats Marítims, València","Carrer de Dolores Ibárruri, Mislata"
186,"[39.48698504182922, -0.3936578845364158]","[39.50016669203209, -0.3658832469963033]",10.488456456456458,"Avinguda del General Avilés, Benicalap, València","Avinguda dels Germans Machado, Rascanya, València"
187,"[39.52740904781326, -0.38123248046636504]","[39.46272708957957, -0.3972354298074817]",26.052108108108104,"Carrer de Palma de Gandia, Pobles del Nord, València","Carrer de Fontanars dels Alforins, Patraix, València"
188,"[39.47341109010302, -0.38198051760215956]","[39.44834644250786, -0.33141219772190644]",20.078897897897903,"Carrer de Balmes, Ciutat Vella, València","Carrer de la Mare de Déu dels Reis, Poblats Marítims, València"
189,"[39.48202022418811, -0.37238775714006356]","[39.515050442566796, -0.3870222160616893]",13.97887987987988,"Carrer d'Almassora, la Saïdia, València","Camí de Montcada, Pobles del Nord, València"
190,"[39.46726737457161, -0.3796746918789417]","[39.47843356553863, -0.33985470468029555]",15.724432432432431,"Carrer de Sant Vicent Màrtir, Extramurs, València","Avinguda dels Tarongers, Algirós, València"
191,"[39.51654741978532, -0.3684102222422555]","[39.47526436691827, -0.41730522947651216]",26.71013213213213,[Desconocido],"Carrer de José Pomer, Mislata"
192,"[39.46273592721319, -0.46391747007749595]","[39.468079617332016, -0.432344323789023]",11.466270270270268,"Carrer Mestre Adolfo Sáez, Aldaia",[Desconocido]
193,"[39.47467494368557, -0.43143575955618896]","[39.486886242494066, -0.46186613148572614]",43.00879579579578,"Molí d'Animeta, Quart de Poblet","Carrer d’Aldaia, Manises"
194,"[39.530280113454545, -0.3894027063043043]","[39.487516469391316, -0.36483394030050786]",19.50939339339339,"Carrer de Polinyà de Xúquer, Pobles del Nord, València","Carrer d'Albocàsser, Benimaclet, València"
195,"[39.462262242180415, -0.37127489059695]","[39.44840648593611, -0.33296270890976176]",15.12537837837838,"Plaça del Baró de Cortes, l'Eixample, València","Carrer del Mossén Monzó, Poblats Marítims, València"
196,"[39.44505041519282, -0.38962355900019546]","[39.48539047478447, -0.4171337663561566]",17.06923123123123,"Carrer de Sant Pius X, Jesús, València","Partida de Dalt, Campanar, València"
197,"[39.480962496625615, -0.35208387392127705]","[39.460762717855864, -0.3322460183393264]",11.88461261261261,"Avinguda de Catalunya, Algirós, València","Carrer del Doctor Josep Juan Dòmine, Poblats Marítims, València"
198,"[39.45647607204995, -0.37234539076568657]","[39.48946797824735, -0.3772639793309563]",15.250273273273278,"Avinguda del Doctor Waksman, Quatre Carreres, València","Camí de Montcada, la Saïdia, València"
199,"[39.51529085650364, -0.41188230602835313]","[39.52622965079055, -0.46795942503421445]",23.589774774774774,"Calle Capitán Uribarry, Burjassot","Autovía del Mediterráneo, Paterna"
200,"[39.47789098820586, -0.36291069820818656]","[39.447605578273894, -0.37532907046164377]",14.205609609609606,"Avinguda de Blasco Ibáñez, el Pla del Real, València","Carrer de l'Illa Formentera, Quatre Carreres, València"
201,"[39.4711488886069, -0.41771695184168334]","[39.484468905327546, -0.3585274015298226]",19.15655555555556,"Carrer del Pare Santonja, Mislata","Carrer del Reverend Rafael Tramoyeres, Benimaclet, València"
202,"[39.45633875807261, -0.3883396257000401]","[39.52343242366321, -0.3869267231260646]",26.66515915915916,"Carrer de Cebrian Mezquita, Jesús, València","Camí de Benifaraig a Montcada, Pobles del Nord, València"
203,"[39.486698644865875, -0.3795646023977995]","[39.460642491228015, -0.39035809441122954]",13.609861861861866,"Carrer del Diputat Ricard Samper, la Saïdia, València","Carrer de Jacint Labaila, Patraix, València"
204,"[39.49165331726142, -0.36425008095478767]","[39.50103187190306, -0.35418113356812686]",20.72910810810811,"Carrer de l'Arquitecte Tolsà, Rascanya, València","Calle del Doctor Angélico, Alboraia / Alboraya"
205,"[39.486349192953405, -0.3595915227851768]","[39.46921512499376, -0.32731747812165096]",12.506585585585585,"Plaça de Benimaclet, Benimaclet, València","Carrer dels Pescadors, Poblats Marítims, València"
206,"[39.4901185224302, -0.3740273627218122]","[39.450153495999224, -0.3324219405096932]",22.799483483483492,"Avinguda del Primat Reig, la Saïdia, València","Carrer del Parc de Natzaret, Poblats Marítims, València"
207,"[39.46514859445717, -0.3730444540408307]","[39.42364316010829, -0.39850468836618413]",22.97950750750751,"Gran Via del Marqués del Túria, l'Eixample, València","Calle de Miguel Hernández, Benetússer"
208,"[39.501806282785154, -0.38548254831371065]","[39.48496151906533, -0.3596366514739423]",11.153885885885886,"Camino Viejo de Godella, Pobles del Nord, València","Carrer d'Enric Navarro, Benimaclet, València"
209,"[39.450977482158706, -0.3825452473396956]","[39.49126722059079, -0.37617751018965095]",19.863102102102093,"la Creu Coberta, València","Carrer de l'Arquitecte Lucini, la Saïdia, València"
210,"[39.50016669203209, -0.3658832469963033]","[39.46506312190157, -0.38900660326487824]",16.283630630630636,"Avinguda dels Germans Machado, Rascanya, València","Avinguda de Pérez Galdós, Patraix, València"
211,"[39.46588136294096, -0.39554783193301185]","[39.47883347371652, -0.36591803036818027]",14.749636636636632,"Carrer del Músic Ayllón, l'Olivereta, València","Carrer del General Elío, el Pla del Real, València"
212,"[39.51437698964522, -0.41337456927624877]","[39.511318222347036, -0.4414114479954875]",12.739717717717715,"Calle de Vázquez Mella, Burjassot","Plaza Leoncio Badía Navarro, Paterna"
213,"[39.45677633366987, -0.39723989351276073]","[39.46303713907888, -0.3714309906625198]",10.02024924924925,"Carrer de Fra Juníper Serra, Patraix, València","Carrer del General Prim, l'Eixample, València"
214,"[39.487288123748414, -0.3832181679770428]","[39.46320872584864, -0.378861657627463]",10.741204204204204,"Passeig de l'Ullal, la Saïdia, València","Gran Via de Ramón y Cajal, Extramurs, València"
215,"[39.473140374443346, -0.3262205678056138]","[39.44505041519282, -0.38962355900019546]",23.07855255255254,"Carrer d'En Vicent Guillot ""Tio Bola"", Poblats Marítims, València","Carrer de Sant Pius X, Jesús, València"
216,"[39.48696726767401, -0.3856105813982973]","[39.50157625443547, -0.3410531979109132]",23.370030030030023,"Avinguda de Portugal, la Saïdia, València","Carrer dels Calderers, Alboraia / Alboraya"
217,"[39.47686368239907, -0.36680893104059714]","[39.470153032348, -0.40458176925081524]",13.176597597597596,"Carrer del Pla del Real, el Pla del Real, València","Carrer del Pintor Stolz, l'Olivereta, València"
218,"[39.49194417054458, -0.37998448350911856]","[39.503342854086206, -0.418151681012747]",16.222261261261263,"Carrer de Félix del Río (activista veïnal), Rascanya, València","Carrer de Pego, Pobles de l'Oest, València"
219,"[39.493234813866415, -0.37748556172134423]","[39.42261515782383, -0.40051342090401326]",35.16705705705704,"Carrer del Mestre Marçal, Rascanya, València","Calle de San Roque, Benetússer"
