Coordenadas_inicio,Coordenadas_fin,Minutos
"[39.46803214337382, -0.35836702391753417]","[39.459153697192484, -0.3827539497388502]",11.393438438438439
"[39.475100819225275, -0.38824694463822806]","[39.4835674873126, -0.3651773964770633]",10.155510510510512
"[39.50610602246668, -0.439864368199223]","[39.512537613141, -0.4139448750597767]",14.256027027027029
"[39.448079705492546, -0.37336731011775426]","[39.41766460114491, -0.3886426962127999]",15.838975975975979
"[39.50362529703461, -0.44008621950358745]","[39.51050551376093, -0.4139992823971007]",16.155912912912918
"[39.46048179941532, -0.38206782498837605]","[39.452229137204235, -0.3370046340664596]",17.3711921921922
"[39.456930273268405, -0.3720333009929278]","[39.48153053199055, -0.3756862935456858]",12.394912912912913
"[39.486698644865875, -0.3795646023977995]","[39.455229196973434, -0.39486416904627303]",15.72151351351352
"[39.50901241364094, -0.4066443122983125]","[39.50971200414956, -0.44623920702002756]",20.296021021021023
"[39.461151620587394, -0.39827945212365146]","[39.46875257230716, -0.42125925292279903]",15.001963963963963
"[39.50674503842575, -0.4260311171558607]","[39.520354883100914, -0.3823813023898498]",26.434723723723728
"[39.47822576028259, -0.3781909998641867]","[39.52278955638029, -0.3893539874647048]",18.980810810810805
"[39.46488533582723, -0.35474010448958637]","[39.49027564953763, -0.3856852006827491]",14.177336336336337
"[39.51554528445218, -0.4632047445207158]","[39.49652520076673, -0.4541607229520927]",21.218360360360357
"[39.503342854086206, -0.418151681012747]","[39.48525305933911, -0.36748894076976385]",20.443969969969977
"[39.462305276767154, -0.4504979262814786]","[39.48876206861842, -0.4437961877940511]",16.23376576576577
"[39.42765760379965, -0.3900438826594842]","[39.457258831001944, -0.35476986364851687]",19.462066066066065
"[39.51154035816115, -0.46135911942486324]","[39.51924720224958, -0.4086460950773127]",21.074537537537537
"[39.475341483853676, -0.4169029357201669]","[39.45824329244473, -0.37873061686114434]",15.82462162162162
"[39.48220325315607, -0.3630413976804657]","[39.46854822658945, -0.330696933209268]",12.464459459459464
"[39.483853449376774, -0.35396630321211375]","[39.44714128774259, -0.33020159798814247]",19.138384384384395
"[39.475792563310925, -0.4177063227636145]","[39.47372688736579, -0.35669338214609914]",19.404777777777785
"[39.457039291766876, -0.33186753621346593]","[39.47822576028259, -0.3781909998641867]",18.86251951951952
"[39.50260893767518, -0.4437538921422539]","[39.50395966579845, -0.41208262599464507]",18.63551951951953
"[39.47740477541547, -0.3841267667536013]","[39.52036194124325, -0.3867253173270647]",15.93517417417417
"[39.46975094559112, -0.3847770627528059]","[39.467423024510964, -0.32526302675749114]",18.63743843843844
"[39.46588364241705, -0.34731672425541354]","[39.45231972804563, -0.3369213581412886]",10.742609609609612
"[39.45845760638098, -0.3664120821361347]","[39.483712011294095, -0.3775796103409553]",13.568261261261261
"[39.45638178865757, -0.39110275076153755]","[39.48495640363482, -0.4082004168891553]",13.054855855855855
"[39.46188361564465, -0.36504676643819084]","[39.48750887307411, -0.35377629971283575]",11.42496396396396
"[39.446128379372226, -0.3916443129544802]","[39.47064812357031, -0.38422628654248253]",10.413795795795796
"[39.46091609248781, -0.4019500709803464]","[39.50137994057007, -0.3923855955638729]",17.26211111111111
"[39.46496380670979, -0.33667601909882944]","[39.4637592727965, -0.3710890062912229]",10.862240240240236
"[39.45132976517003, -0.38727073056543043]","[39.499521479878474, -0.35291111363678346]",29.88823723723723
"[39.42016749651275, -0.42362003174183055]","[39.39821635181381, -0.4039523301853061]",10.56315315315315
"[39.47330609931593, -0.400995040715098]","[39.472552925663386, -0.34324390391375453]",18.236327327327324
"[39.48910137101059, -0.38725223107852375]","[39.448773416383155, -0.3742245669009498]",17.586729729729726
"[39.480252042712095, -0.46129361401698155]","[39.48577962654915, -0.46034320813630625]",44.07058558558559
"[39.50160638994051, -0.3441112160181943]","[39.49027564953763, -0.3856852006827491]",30.114951951951962
"[39.473848684048114, -0.3322795918121895]","[39.49069820607988, -0.39466998881397003]",21.44916516516516
"[39.48904749399762, -0.39627246525079046]","[39.46549406917719, -0.32763124128258664]",21.995258258258264
"[39.47284681307731, -0.4195130340807411]","[39.52960191338687, -0.3798087693757968]",29.909120120120125
"[39.49339128371726, -0.3863180633914547]","[39.50202203260773, -0.3452438402916947]",24.91761861861862
"[39.46576528496202, -0.3455342615310142]","[39.49349581263962, -0.3884196128742192]",17.07114414414415
"[39.523999918705584, -0.386603767797613]","[39.478663194484234, -0.3916135360363927]",18.52082882882883
"[39.52456393487983, -0.4184185791218813]","[39.50963163900828, -0.45356536699185007]",16.99444744744745
"[39.52650615617204, -0.37818971053736483]","[39.45517042723843, -0.379250149125699]",29.996672672672666
"[39.45551384705797, -0.36949741626679666]","[39.47952900104611, -0.36045338284895856]",10.92824624624625
"[39.44351925222543, -0.387214922214261]","[39.51620435615346, -0.38187331153324877]",28.258849849849852
"[39.47047305495836, -0.3432234036999443]","[39.46981319144574, -0.3949312582398022]",16.105
"[39.50289686272022, -0.41646252530446304]","[39.45437348775853, -0.4014392439414687]",19.810957957957967
"[39.47789098820586, -0.36291069820818656]","[39.461863525504896, -0.33131822749193385]",12.489795795795796
"[39.48914652473339, -0.3731173285325961]","[39.50207035210995, -0.41878690314414563]",18.41537237237237
"[39.46488533582723, -0.35474010448958637]","[39.46390454569073, -0.380662719226331]",10.83278078078078
"[39.456181150353714, -0.40007424891477167]","[39.47532327541085, -0.4245048495184406]",11.125249249249253
"[39.493447517407844, -0.3524989624992133]","[39.489534696744194, -0.3903030870927811]",32.76381681681683
"[39.472270470043064, -0.3638758831768738]","[39.49706412553736, -0.3996463187814853]",13.240048048048049
"[39.513050653598384, -0.41248790485508674]","[39.50260893767518, -0.4437538921422539]",16.373063063063064
"[39.51435155452171, -0.47347617731277153]","[39.511166474295436, -0.4141995017887048]",23.785873873873875
"[39.52298837596987, -0.46192374677604287]","[39.50653522652438, -0.41213334409471164]",22.769531531531538
"[39.476586007654234, -0.3851813389070373]","[39.50157625443547, -0.3410531979109132]",25.258384384384378
"[39.49739386749239, -0.37697609348739786]","[39.49862603776983, -0.41426174507094604]",15.265861861861863
"[39.48187686796136, -0.4151192495237412]","[39.526597178113214, -0.39238605834551865]",31.752810810810818
"[39.44945444515499, -0.3765124647777624]","[39.447980507404104, -0.3316625225081094]",17.03745645645646
"[39.4632218027607, -0.37735369305986327]","[39.44463478450168, -0.39848964548394716]",13.167717717717721
"[39.49465741106417, -0.40805482947700683]","[39.47359441180709, -0.3452930063272659]",22.45165465465465
"[39.41857245151312, -0.39112269713433645]","[39.46549406917719, -0.32763124128258664]",28.586729729729733
"[39.47001680763269, -0.3947734962896606]","[39.49300436198604, -0.41782396069975913]",13.385279279279281
"[39.462201314515546, -0.36384503750261465]","[39.51098374164682, -0.3695152701710891]",24.711699699699697
"[39.481632713542595, -0.36837401738805214]","[39.467429323401305, -0.34470060129491253]",12.997981981981987
"[39.47081426490218, -0.34703693595312307]","[39.49228515116119, -0.3938177752073096]",15.832330330330327
"[39.5022968516528, -0.34743824200295875]","[39.48122685723318, -0.357178565188734]",21.81082282282283
"[39.47212847821168, -0.34089962864679635]","[39.417423569144574, -0.39005289071334054]",27.16854054054055
"[39.4693933315442, -0.34527231768503436]","[39.49133294640786, -0.34986083507475985]",15.125765765765765
"[39.42026967480306, -0.38843179812045703]","[39.45632640965879, -0.36397071442104295]",19.996234234234237
"[39.47175805993062, -0.36308011638316867]","[39.45616772991021, -0.39983143804936927]",16.660081081081085
"[39.47256229438904, -0.3389019590900288]","[39.46517400919301, -0.36765117881000026]",10.47153153153153
"[39.460789598462036, -0.4007628117279029]","[39.453084705465386, -0.37333679650930435]",10.719822822822826
"[39.43977509056335, -0.33872042534881325]","[39.45558804725309, -0.37851968571051947]",19.90168468468469
"[39.4856381380339, -0.38958375844574433]","[39.45593616890379, -0.39858908197840187]",12.564810810810814
"[39.51773730136676, -0.4623303833617227]","[39.5069291786805, -0.4171568796055183]",22.084321321321326
"[39.48451404453094, -0.3730576383252307]","[39.41843415779571, -0.396395981613963]",32.72654654654655
"[39.52570169226869, -0.3859630069633532]","[39.470217271399804, -0.4148798157601855]",26.9030990990991
"[39.49126722059079, -0.37617751018965095]","[39.46591896700663, -0.3719908058329071]",11.387963963963962
"[39.50135488169062, -0.3916930169128661]","[39.46588136294096, -0.39554783193301185]",15.353624624624631
"[39.46103565783414, -0.37161748969989644]","[39.497931569338284, -0.3534625220406453]",22.514378378378375
"[39.458855529572844, -0.400931265236505]","[39.46277998285453, -0.3760535817482858]",10.711498498498496
"[39.47939649928545, -0.3771206771992797]","[39.46512343001093, -0.343162619081836]",11.197264264264264
"[39.4630608436868, -0.3649700527992642]","[39.45503320095462, -0.3938115165772199]",11.499765765765769
"[39.47651942933307, -0.3726438750462938]","[39.477698164379454, -0.37988867101067886]",10.276717717717718
"[39.48566154349323, -0.3590311684527532]","[39.48075350752126, -0.40044373075410883]",12.483108108108107
"[39.416414195471155, -0.3944973514727157]","[39.450805889216255, -0.370429961122068]",19.84751351351351
"[39.494518039067806, -0.38273378082334114]","[39.484533304954844, -0.35510565371512287]",10.056681681681681
"[39.496857410051156, -0.3960551060148003]","[39.46727067455126, -0.39343176121836415]",11.809132132132135
"[39.46272708957957, -0.3972354298074817]","[39.47049426284981, -0.33213858854671247]",20.5297957957958
"[39.44437115663224, -0.3333513231344301]","[39.50720759494958, -0.35198372261703775]",27.302552552552548
"[39.463551164245196, -0.33818787235096337]","[39.44463478450168, -0.39848964548394716]",19.513858858858857
"[39.48946797824735, -0.3772639793309563]","[39.45910977431858, -0.33672990933267066]",18.14564864864865
"[39.51227920577372, -0.3667536920405624]","[39.48054308413183, -0.36678059136021773]",17.40958558558557
"[39.50023906107414, -0.42577566252392235]","[39.49458289847783, -0.3993947834360655]",10.711573573573576
"[39.489554425548185, -0.3743398565416792]","[39.45219509478394, -0.3960186012802859]",16.860435435435445
"[39.48320431207366, -0.3977524060018404]","[39.48720187975511, -0.3599355338942804]",13.15738738738739
"[39.520865314276385, -0.3781542128514641]","[39.47606191549227, -0.3595587663263886]",19.11053453453453
"[39.47550438593172, -0.35946801607596074]","[39.51620435615346, -0.38187331153324877]",18.300555555555555
"[39.4880200947988, -0.3991041607151079]","[39.460910699327506, -0.3739088031742737]",13.149255255255257
"[39.472792822824395, -0.330549555957935]","[39.48944657811041, -0.3692939049332574]",13.884312312312309
"[39.45575360694796, -0.32283125801977564]","[39.45739855063225, -0.39424538369296613]",21.232192192192194
"[39.46527211089486, -0.3968053603006376]","[39.44026495222456, -0.3313850002518871]",30.142558558558566
"[39.4884998168498, -0.3621156468415931]","[39.49710130483364, -0.42333485115535086]",20.138780780780785
"[39.483358591789184, -0.36615001182594015]","[39.44505041519282, -0.38962355900019546]",17.845969969969964
"[39.514397526785295, -0.4124914933442839]","[39.51010247763791, -0.4355593270351016]",12.043585585585587
"[39.46134170139654, -0.395586204536952]","[39.44927016320101, -0.33358930176053686]",21.268597597597605
"[39.48771023823484, -0.35657484269863005]","[39.447903714527214, -0.3692617355797282]",18.362075075075076
"[39.470987353068, -0.4142742974077577]","[39.4514828546461, -0.39662460727673743]",10.482666666666665
"[39.43082328429622, -0.3945818798763062]","[39.458469982952366, -0.3712974247299527]",14.254735735735734
"[39.46845019743416, -0.3578215259217794]","[39.42113456171139, -0.3924474850681457]",25.505825825825827
"[39.48407413797166, -0.3961430857709191]","[39.473977357946644, -0.41611781874277176]",10.886945945945946
"[39.48395417323191, -0.36672584851706713]","[39.44926744838674, -0.3863367439474666]",16.943771771771768
"[39.45234246637522, -0.3887116014043889]","[39.508627928516354, -0.3524552332431531]",32.6815165165165
"[39.46618873832466, -0.3307252786031851]","[39.45978900188453, -0.3821088037604282]",16.85526426426426
"[39.50157625443547, -0.3410531979109132]","[39.42575707010089, -0.3950966369513773]",43.08607807807808
"[39.51884479020831, -0.4623393594928827]","[39.51118594828726, -0.41328509072904107]",20.527747747747753
"[39.42069335225341, -0.3922932006321197]","[39.482587910021195, -0.3877034703928554]",28.420105105105108
"[39.45364393439391, -0.3984761315992451]","[39.50340241672522, -0.3595439938913572]",35.477663663663655
"[39.49123703077269, -0.365792110002688]","[39.41725335678068, -0.39504128594835397]",34.332039039039046
"[39.48938391621882, -0.3797248104873931]","[39.499527474914395, -0.42242998224472217]",15.707711711711712
"[39.49969401934048, -0.4198322498837898]","[39.4168516627774, -0.39944479999402754]",40.14437237237235
"[39.42328865485234, -0.3927040761253621]","[39.44759408853043, -0.3348568261701971]",27.668681681681697
"[39.46209447662479, -0.3707266126127161]","[39.492967883011715, -0.3969048310924088]",14.145288288288283
"[39.51950738628387, -0.42022499135676705]","[39.51089963574772, -0.46294133096677326]",17.934762762762762
"[39.49614790524433, -0.3741420418961582]","[39.470217271399804, -0.4148798157601855]",16.992177177177187
"[39.48227766059585, -0.41891041213248675]","[39.48092889626033, -0.3896119407814517]",13.486447447447448
"[39.490311606845616, -0.4545752532838565]","[39.478074938988605, -0.4327075822949926]",43.58004804804804
"[39.48773594791714, -0.37039013454400693]","[39.428109716165544, -0.3975038621025929]",32.50866666666665
"[39.45647607204995, -0.37234539076568657]","[39.44072446831111, -0.330497299161539]",18.902531531531526
"[39.47100297190789, -0.3348112044355369]","[39.417423569144574, -0.39005289071334054]",26.978075075075083
