Coordenadas_inicio,Coordenadas_fin
"[39.51623829351042, -0.4703181862479195]","[39.45949193781465, -0.3288583337309426]"
"[39.53126677979134, -0.3530027136714497]","[39.40244959958471, -0.4119765346741123]"
"[39.44138038755268, -0.4687266129885807]","[39.52761309401589, -0.352657390807691]"
"[39.51704616053696, -0.4590877841167819]","[39.39587589176299, -0.41192610391632256]"
"[39.51489921188568, -0.46344601747491676]","[39.39755168220085, -0.407190382856656]"
"[39.54569346910904, -0.39280514913393055]","[39.4198296908695, -0.3964856958161183]"
"[39.43504722680584, -0.46422865462206014]","[39.543301213774214, -0.38911921590793797]"
"[39.396500443920964, -0.4006288298772595]","[39.52970843576125, -0.34684085337276566]"
"[39.54574467422274, -0.39461374413564443]","[39.43554138957863, -0.4657423065972868]"
"[39.53296242046361, -0.39714538692512286]","[39.40662480948336, -0.40478644642003825]"
"[39.51762712429841, -0.46881839719781887]","[39.39597612402351, -0.40626034020532653]"
"[39.543648632648036, -0.39756039107291097]","[39.43504722680584, -0.46422865462206014]"
"[39.40662480948336, -0.40478644642003825]","[39.53090645507136, -0.35245559596912]"
"[39.422364692855034, -0.40066498729239114]","[39.54495241593656, -0.399275569671597]"
"[39.45653962435366, -0.33573756905194213]","[39.51759158073415, -0.4729373923558666]"
"[39.406139097460674, -0.41237320358561264]","[39.52533698416368, -0.38144617717705737]"
"[39.50271003663323, -0.34489627962555747]","[39.43154086749556, -0.4769828439502539]"
"[39.536800098935224, -0.3522692808404349]","[39.399240740206544, -0.40122126517661105]"
"[39.430471753760926, -0.47644624624889265]","[39.54495241593656, -0.399275569671597]"
"[39.40817717743016, -0.39713857169555905]","[39.54557663512471, -0.3935812789452992]"
"[39.52870841509813, -0.38546714164203877]","[39.403017643132344, -0.4101991398770435]"
"[39.54673196958613, -0.39662815355660974]","[39.400321564470154, -0.4110027778282725]"
"[39.53057352728355, -0.35462923723965367]","[39.42018061161157, -0.42813995906980445]"
"[39.40722535334108, -0.40242979845090276]","[39.55028583031097, -0.3987587355712293]"
"[39.399870527138155, -0.40666825153380054]","[39.519242313804305, -0.35920299922745863]"
"[39.42878990603982, -0.4241211409536243]","[39.534571174885485, -0.34954993391084216]"
"[39.55028583031097, -0.3987587355712293]","[39.43712050330519, -0.46117345968214585]"
"[39.51999596163875, -0.340187077127603]","[39.43132137017162, -0.4690211802015263]"
"[39.40290943194442, -0.40502345615098523]","[39.52370821213322, -0.3503093623379937]"
"[39.525215324648656, -0.3526880017178849]","[39.440743224304526, -0.4728540118691351]"
"[39.54582650649189, -0.3933965803087139]","[39.40455602856859, -0.4011873949178396]"
"[39.40098728860476, -0.4053794870889823]","[39.54684965838798, -0.3998484681596978]"
"[39.4282805367573, -0.4718480947944809]","[39.528278266665005, -0.38555817755762073]"
"[39.53067741742397, -0.34602528893601137]","[39.39953880578661, -0.40146428191343697]"
"[39.5167152158014, -0.4585603267530301]","[39.44411324390226, -0.33099893694127047]"
"[39.40662480948336, -0.40478644642003825]","[39.5259221691044, -0.35271282700369955]"
"[39.42178644141901, -0.39171783543557714]","[39.543317314653116, -0.3969429496159682]"
"[39.40684048557018, -0.41112129542678116]","[39.533179468521745, -0.356714361630021]"
"[39.54836237846892, -0.3946552084124562]","[39.403677671007486, -0.40289797594253496]"
"[39.41885811011688, -0.393021983257689]","[39.545112718040414, -0.3979566627507253]"
"[39.40123026754632, -0.40418089229623017]","[39.52600033225322, -0.3453700836920338]"
"[39.432521514775054, -0.47491878438567964]","[39.51262655058165, -0.3554138360183962]"
"[39.413781138955684, -0.3911937504574964]","[39.54214295277189, -0.3978158822688288]"
"[39.42582216991572, -0.39082504264307405]","[39.54910683111174, -0.39265537846292453]"
"[39.43154086749556, -0.4769828439502539]","[39.51711005134813, -0.36513622457812805]"
"[39.53628879364195, -0.3558784889546412]","[39.43712050330519, -0.46117345968214585]"
"[39.44133021186918, -0.46614917217254237]","[39.53118287360636, -0.3485815360947845]"
"[39.43031854891156, -0.4211915282934321]","[39.53681295082609, -0.34529173468790375]"
"[39.522300767591936, -0.38414628117962346]","[39.401263634533315, -0.40272463590476726]"
"[39.51759158073415, -0.4729373923558666]","[39.45181940394545, -0.33821052480280583]"
"[39.51821024288319, -0.40773659111748184]","[39.39587589176299, -0.41192610391632256]"
"[39.52879349965638, -0.37665423200011255]","[39.400420466948844, -0.40232756927091806]"
"[39.4363075261176, -0.4692473703558487]","[39.54627492708467, -0.39346363455654965]"
"[39.524523853970365, -0.3471393919952513]","[39.437725010424856, -0.4660157434469571]"
"[39.52275073496924, -0.34301648375593125]","[39.42769118653595, -0.47025047285498384]"
"[39.513890436718164, -0.46603629905805183]","[39.40040390171685, -0.4035653388540452]"
"[39.52100162203842, -0.4675547098964698]","[39.39540660018187, -0.39392877421608014]"
"[39.546896638610725, -0.397073038238627]","[39.425065005276196, -0.3951314568085728]"
"[39.5385822930925, -0.39950590511872236]","[39.415682649980624, -0.3890848270005051]"
"[39.52793324636352, -0.37872362629310763]","[39.42793921796137, -0.4719766063130607]"
"[39.4428099818711, -0.3309904249815451]","[39.51588169002356, -0.468672449139379]"
"[39.415809293229394, -0.39179310278609597]","[39.52220991301255, -0.4683848349341491]"
"[39.52088028479691, -0.46712372368632493]","[39.44996185289284, -0.3349199483842372]"
"[39.51894374801285, -0.4613515205988704]","[39.407967671625975, -0.4010412793763549]"
"[39.52275073496924, -0.34301648375593125]","[39.401263634533315, -0.40272463590476726]"
"[39.51218005574813, -0.46239507748882774]","[39.44302961330309, -0.3339499540577517]"
"[39.40253307400566, -0.3970027485744539]","[39.54574467422274, -0.39461374413564443]"
"[39.529704592403796, -0.38218557321871743]","[39.399885219072665, -0.39678627038024467]"
"[39.52056922979915, -0.46727801344150566]","[39.39460500414015, -0.4054884815638184]"
"[39.43189307986651, -0.4683532399838482]","[39.54824507404544, -0.3977003519844683]"
"[39.39868047246373, -0.4015309084072121]","[39.516577172200705, -0.45837936195580015]"
"[39.549346912339786, -0.39573031267186615]","[39.40290943194442, -0.40502345615098523]"
"[39.51451256650039, -0.47618310053901736]","[39.39540660018187, -0.39392877421608014]"
"[39.51614999650855, -0.4635452705350457]","[39.446191141998774, -0.3343945276882842]"
"[39.39878589321014, -0.40068709614696385]","[39.527762801311106, -0.38157097487558844]"
"[39.54725597669203, -0.40076435797516347]","[39.39460500414015, -0.4054884815638184]"
"[39.518665374283444, -0.4637704766011262]","[39.44324409028434, -0.3297992781768407]"
"[39.40531638527994, -0.4019197013276876]","[39.54836237846892, -0.3946552084124562]"
"[39.40684048557018, -0.41112129542678116]","[39.54627492708467, -0.39346363455654965]"
"[39.54875902806461, -0.3949984182526597]","[39.40531638527994, -0.4019197013276876]"
"[39.43663708510587, -0.47425793922994597]","[39.529270342825825, -0.34289994210424035]"
"[39.52332814819867, -0.3853051224293237]","[39.39587589176299, -0.41192610391632256]"
"[39.40531638527994, -0.4019197013276876]","[39.53424131780824, -0.3466200044369047]"
"[39.54725597669203, -0.40076435797516347]","[39.40244959958471, -0.4119765346741123]"
"[39.51266867984651, -0.4754635543228815]","[39.45831836405259, -0.32868551290466963]"
"[39.53195533031454, -0.34829494204873523]","[39.43468147036507, -0.47002448100411837]"
"[39.54302027797666, -0.40524881241806215]","[39.42233428680058, -0.3947751595296696]"
"[39.40455602856859, -0.4011873949178396]","[39.52330987771335, -0.4638275550299545]"
"[39.44762181296855, -0.33799553615772193]","[39.51660317417696, -0.4651865424396995]"
"[39.39460500414015, -0.4054884815638184]","[39.51916788227692, -0.3840753573151306]"
"[39.436515218795094, -0.467651452661408]","[39.53681295082609, -0.34529173468790375]"
"[39.525521909421634, -0.3523041025723314]","[39.40249143566821, -0.39937790569950965]"
"[39.53257258877801, -0.3549837946988927]","[39.41325411465148, -0.3922910164856192]"
"[39.53542876633856, -0.3920810360029342]","[39.432521514775054, -0.47491878438567964]"
"[39.411005335981336, -0.39751742268067375]","[39.54489063450191, -0.40125538670750127]"
"[39.52199891363963, -0.35358539371807257]","[39.406360958551204, -0.4070618833126017]"
"[39.426696700463644, -0.47164677946987665]","[39.53212165007393, -0.38663784093138115]"
"[39.52511293799178, -0.4214461790588131]","[39.40249143566821, -0.39937790569950965]"
"[39.43732045258265, -0.47261183344317464]","[39.54531312548228, -0.3918513015486752]"
"[39.405144619121806, -0.4000749050338977]","[39.51999596163875, -0.340187077127603]"
"[39.43410340333957, -0.478409289053137]","[39.52641669809946, -0.35297043762060726]"
"[39.538572582300986, -0.39185798928753557]","[39.39486950058906, -0.4090277365563346]"
"[39.536800098935224, -0.3522692808404349]","[39.42938201679705, -0.42837326113569946]"
"[39.417720151610204, -0.394268319329914]","[39.52972595808295, -0.33734197925854703]"
"[39.52747233249378, -0.35287397190640074]","[39.398191736811214, -0.4167385510887538]"
"[39.43495809618032, -0.47089970954610333]","[39.52238402400335, -0.34534522127015976]"
"[39.43076406597057, -0.4749425326921693]","[39.51623324251016, -0.3643863643340359]"
"[39.417720151610204, -0.394268319329914]","[39.549246456713824, -0.3933452214261512]"
"[39.39939736595497, -0.40080678481972004]","[39.532864418286046, -0.3862823865428556]"
"[39.54910683111174, -0.39265537846292453]","[39.40040390171685, -0.4035653388540452]"
"[39.54531312548228, -0.3918513015486752]","[39.4140330359921, -0.3925313391961776]"
"[39.440743224304526, -0.4728540118691351]","[39.549037662824716, -0.398279770441734]"
"[39.52174594457299, -0.4145597512655915]","[39.39986011794258, -0.3987493085356811]"
"[39.40123026754632, -0.40418089229623017]","[39.53267111859699, -0.3511355718691225]"
"[39.51625595714772, -0.46738171457968053]","[39.399460962918106, -0.40641561157875034]"
"[39.40684048557018, -0.41112129542678116]","[39.55028583031097, -0.3987587355712293]"
"[39.51614999650855, -0.4635452705350457]","[39.45300151214677, -0.33072825507746795]"
"[39.54257019661765, -0.3968386820809661]","[39.416231915310355, -0.3909342651088997]"
"[39.51711005134813, -0.36513622457812805]","[39.40244959958471, -0.4119765346741123]"
"[39.43344701716507, -0.4706503356838954]","[39.52745058716763, -0.352320888067887]"
"[39.54656824948217, -0.3964062368155321]","[39.42894555049979, -0.429242652765526]"
"[39.41545479842179, -0.39054877260657395]","[39.543317314653116, -0.3969429496159682]"
"[39.430471753760926, -0.47644624624889265]","[39.525215324648656, -0.3526880017178849]"
"[39.42328576299594, -0.4281407497488284]","[39.54302027797666, -0.40524881241806215]"
"[39.53143258901457, -0.35471645745707586]","[39.42685757225399, -0.4577033288941295]"
"[39.432229259469956, -0.46661130707332316]","[39.53362640982559, -0.3801289787796728]"
"[39.51102960823687, -0.4616935987080634]","[39.44191301368272, -0.3315855316156055]"
"[39.54691400247709, -0.403706016128022]","[39.42213873719337, -0.42480564606297794]"
"[39.40718190607405, -0.4019132380903986]","[39.54190421012771, -0.38780011585165153]"
"[39.5407373898964, -0.39951442818194655]","[39.429364984248856, -0.4597052335695194]"
"[39.40419064645798, -0.4072015680247323]","[39.54875902806461, -0.3949984182526597]"
"[39.548129058723056, -0.3996528960850416]","[39.420120843051244, -0.3857639236475197]"
"[39.46287680582449, -0.33387546638828]","[39.51266867984651, -0.4754635543228815]"
"[39.41625274753387, -0.3912168965027662]","[39.54315492965823, -0.39528303320100394]"
"[39.394314640129515, -0.4062900486490244]","[39.51598682019848, -0.3598710683988606]"
"[39.40218418240248, -0.4033568155122907]","[39.52771265286643, -0.34241117898122914]"
"[39.43732045258265, -0.47261183344317464]","[39.55027423345744, -0.39533168668226815]"
"[39.40662480948336, -0.40478644642003825]","[39.54913087557153, -0.3914815355177425]"
"[39.52479231191479, -0.38624616414994184]","[39.399870527138155, -0.40666825153380054]"
"[39.51598682019848, -0.3598710683988606]","[39.396500443920964, -0.4006288298772595]"
"[39.44708024050772, -0.33389895101822736]","[39.51076041169734, -0.4708982094286424]"
"[39.399444498956335, -0.39754856354449997]","[39.534571174885485, -0.34954993391084216]"
"[39.52824545014758, -0.3459030843663431]","[39.43287610799104, -0.46575230493332875]"
"[39.43189307986651, -0.4683532399838482]","[39.52789848876493, -0.3560634872261434]"
"[39.54515572204451, -0.3896018829988403]","[39.431114685145666, -0.47416470825544665]"
"[39.400321564470154, -0.4110027778282725]","[39.52296717481393, -0.4172779970341722]"
"[39.532158904563715, -0.34030331428949606]","[39.402657090313916, -0.391010232042067]"
"[39.425065005276196, -0.3951314568085728]","[39.54875902806461, -0.3949984182526597]"
"[39.51983660863516, -0.45852551597611896]","[39.40320961206286, -0.39447511716937844]"
"[39.51588169002356, -0.468672449139379]","[39.46282122060339, -0.3200981271275704]"
"[39.538572582300986, -0.39185798928753557]","[39.40248083315647, -0.3957414717917019]"
"[39.436627572922134, -0.4674246988272207]","[39.54641885846181, -0.3944601992732235]"
"[39.44990097910292, -0.3327278341010168]","[39.51493586092905, -0.4661140590464231]"
"[39.549246456713824, -0.3933452214261512]","[39.4289006755338, -0.4686255999196735]"
"[39.42802573070274, -0.4638802357708295]","[39.52635833538982, -0.3538849340178686]"
"[39.52292990476331, -0.459063940465615]","[39.44738945940688, -0.3302603926724945]"
"[39.43696949561621, -0.465312916486308]","[39.54656824948217, -0.3964062368155321]"
"[39.39540660018187, -0.39392877421608014]","[39.51835636107855, -0.3872861563001813]"
"[39.404041046421774, -0.40787143755884325]","[39.524542795089424, -0.35086340752391315]"
"[39.44133021186918, -0.46614917217254237]","[39.53173174195556, -0.3459920120124874]"
"[39.52524010828795, -0.4617588530339786]","[39.440082495276556, -0.33583171534195594]"
"[39.42233428680058, -0.3947751595296696]","[39.54691400247709, -0.403706016128022]"
"[39.51076041169734, -0.4708982094286424]","[39.45168351029162, -0.3343839230188584]"
"[39.52220991301255, -0.4683848349341491]","[39.40817717743016, -0.39713857169555905]"
"[39.430471753760926, -0.47644624624889265]","[39.503521600367115, -0.3486825813555027]"
"[39.55190649958408, -0.3979762473501503]","[39.41885811011688, -0.393021983257689]"
"[39.39891211959817, -0.40232496642662946]","[39.519138244649135, -0.41907390368230873]"
"[39.549246456713824, -0.3933452214261512]","[39.40957299779509, -0.4030496844188387]"
"[39.51267889552536, -0.46918959057223575]","[39.44583582571517, -0.33128529435178583]"
"[39.52724425873456, -0.3808076378845261]","[39.405477835821145, -0.40485813981888097]"
"[39.546543036974725, -0.39448961612666694]","[39.40248083315647, -0.3957414717917019]"
"[39.39486950058906, -0.4090277365563346]","[39.54355574582898, -0.39539546968864797]"
"[39.39986011794258, -0.3987493085356811]","[39.52079503716763, -0.46209185905170724]"
"[39.40060972114896, -0.40053121246402557]","[39.547446498321264, -0.39763071199641037]"
"[39.39868047246373, -0.4015309084072121]","[39.538572582300986, -0.39185798928753557]"
"[39.51812389313061, -0.469895314920064]","[39.440082495276556, -0.33583171534195594]"
"[39.52019351084597, -0.45917597694203366]","[39.400420466948844, -0.40232756927091806]"
